Arabizi,English
9aws 9oza7,rainbow
3zwa,well done
Saa7a,well done
m3elem,great job
wa3r,great job
mwrre9,noticeable
mwerre9,noticeable
3wachr,feasts
3wacher,feasts
naDi,excellent
naaDi,excellent
8nnina,be quiet
8ennina,be quiet
8annina,be quiet
fog chchb3a,extra
dyal lmchkhara,ridiculous
dyal lmechkhara,ridiculous
chchann TTann,swiftly
ml3ouba,feasible
ml3oba,feasible
n7ila,swift
8rrbo lia,blow my mind
hrebt,blow my mind
lherba,blow my mind
hrrbni,blow my mind
Dbber 3la,fetch
khrrej 3inih,stare
jb8a,bold
jab8a,bold
jeb8a,bold
jbha,bold
snTi7a,bold
senTi7a,bold
SnTi7a,bold
mrigl,tricky
blan,a good deal
blaan,a good deal
wakwakk,oh god
wakwak,oh god
makat9chcherch,
makat9cherch,
makat9echerch,
makat9echcharch,
a7,oh
lays3d lmasa,good evening
jlakha,bad guy
jla5a,bad guy
tl9na,harry up
tle9na,harry up
tla9na,harry up
serbina,harry up
serbi,harry up
sarbina,harry up
ahya,oh
sat,homie
l3chir,homie
3chiri,homie
fri3 rass,distubance
sda3,distubance
sda3 rass,distubance
khwadri,brother
khawa,brother
5wadri,brother
5awa,brother
khwadria,sister
5wadria,sister
thela,see you
thella,see you
t8ala,see you
thala,see you
mafih maytchaf,really bad
mafih maytlbbe9,really bad
lays3d SSaba7,good morning
lays3d Saba7,good morning
lays3dSSaba7,good morning
lays3dssaba7,good morning
lays3d lmasa,good night
lays3dlmasa,good night
lah is3d lmasa,good night
lah is3ed lmasa,good night
TTali3a,taunt
hreb lih,he lost his mind
8reb lih,he lost his mind
8reb li8,he lost his mind
hreb li8,he lost his mind
9chchabto was3a,He has a good sense of humor
9chabto was3a,He has a good sense of humor
9echabto was3a,He has a good sense of humor
9echchabto was3a,He has a good sense of humor
tta zfta,anything
7tta zfta,anything
